0.27136234, 0.28268739, 0.27773613, 0.25407223, 0.27299264, 0.25657627, 0.28607834, 0.29485425, 0.27871536, 0.11150666, 0.22681644, 0.12742959, 0.22414238, 0.15511378, 0.28553133, 0.28634915
-0.16701276, -0.11847598, -0.11402256, 0.0155711, -0.15049652, -0.21587512, -0.14208824, -0.0068382, 0.13824231, 0.51341641, 0.05887913, 0.54329827, 0.10234012, 0.504033, -0.09427478, -0.02412194
-0.25064647, -0.17373013, -0.07981246, 0.22749874, -0.22709783, -0.24230933, 0.11680313, -0.08543451, -0.18008632, -0.19006151, 0.55153231, -0.09887898, 0.546281, -0.08271658, 0.17255439, -0.00893561
-0.13938161, -0.17396557, -0.05473425, 0.64332173, -0.19780307, -0.19516291, 0.00377486, 0.11963963, 0.15469059, -0.33777216, -0.31176141, 0.12177327, -0.31528569, 0.05415537, 0.16392708, 0.25030877
-0.09905783, -0.19744795, -0.42530551, 0.21695654, 0.01570847, 0.33012657, 0.15554701, 0.05148862, -0.23585131, 0.52799609, -0.0598545, -0.16740538, -0.00558921, -0.27406843, -0.08456774, 0.37264112
-0.32214564, 0.00698043, 0.69299851, -0.07518792, -0.40675641, 0.09140191, -0.04144543, 0.12420827, -0.22366706, 0.21945822, -0.15533072, -0.2358405, 0.00643279, 0.08687715, 0.04151479, 0.17908955
-0.12652026, 0.15690352, -0.23214231, -0.1647116, 0.19422982, 0.02849517, -0.00338645, -0.01052059, -0.35704437, -0.28452924, 0.05049429, -0.20717918, -0.06570451, 0.64485395, -0.05140216, 0.40371803
-0.09320514, -0.34469158, -0.02563054, 0.05943708, -0.15912545, 0.77457123, -0.00371885, -0.03990085, 0.07912004, -0.24310004, 0.04306109, 0.09940088, 0.04373223, 0.2506125, -0.01212908, -0.31538037
-0.06944356, 0.13932761, -0.01658493, -0.16137124, -0.11149732, 0.07944123, 0.26305626, -0.41017302, -0.24275608, 0.05576812, 0.13566417, 0.32499321, -0.39174227, -0.08595587, 0.58840967, 0.01114886
0.17751958, -0.06295534, 0.11039889, 0.23620314, 0.01666267, -0.16960329, 0.66439035, 0.03394648, -0.27938901, 0.10303039, -0.00563237, -0.10110561, -0.17610295, 0.22577527, -0.28810446, -0.40126713
0.15554888, -0.06186548, -0.07698139, -0.34466671, -0.40624364, 0.00613545, 0.20090232, 0.46563274, -0.02398984, -0.21561294, 0.26231098, 0.31542778, -0.17678775, -0.17349775, -0.27895721, 0.26546206
-0.27580738, 0.51097555, -0.32637737, -0.02162487, -0.16621099, 0.05143097, 0.08084301, 0.44354826, -0.1141784, -0.01332638, -0.3130616, 0.03863632, 0.20765563, -0.02247834, 0.21248743, -0.34757861
-0.18715747, 0.09670734, 0.0882215, 0.2569052, 0.2575364, 0.04686053, -0.40739104, 0.32941178, -0.24712307, 0.08062413, 0.48405359, 0.02759625, -0.42168871, -0.07428415, -0.04156589, -0.22611779
0.60871935, -0.01319442, -0.17630572, 0.06056852, -0.44220926, -0.03614031, -0.27616632, 0.08195489, -0.03893575, 0.16155115, 0.09860421, -0.35037107, -0.08804788, 0.21462603, 0.30226693, -0.09703251
0.22958969, 0.47886301, 0.06571055, 0.33812469, -0.22812758, 0.16942363, -0.18875221, -0.35489168, -0.28782177, -0.08673076, -0.02768199, 0.27504641, 0.15521356, -0.0861786, -0.38785257, 0.09100842
-0.28819112, 0.36878801, -0.12930984, 0.03328316, -0.25317417, 0.05184963, 0.15166355, -0.21794489, 0.55805463, 0.07903809, 0.2855561, -0.33396334, -0.25815193, 0.05322015, -0.21342855, 0.00726481
